h,m_b,W
2,45,109064.87343749333
2,50,105496.73890623667
2,55,104535.13792317918
3,0,111794.23596354999
3,5,113192.7595573133
3,10,110001.50739582333
3,15,112333.61914062669
3,20,114825.61692706667
3,25,112722.50317711661
3,30,123828.31104169333
3,35,120201.24622395005
3,40,127623.9641146033
3,45,124973.82640625333
3,50,127196.47968749667
3,55,137914.85777995834
4,0,141056.97536458334
4,5,141531.23270833332
4,10,145041.8028125
4,15,156101.10057291668
4,20,155515.81890625
4,25,162543.34932291668
4,30,166025.27869791666
4,35,176918.45255208333
4,40,170222.0259375
4,45,177643.3509375
4,50,179364.60796875
4,55,180836.35397135417
5,0,184862.65364583334
5,5,196178.5053125
5,10,188419.29192708334
5,15,188460.21307291667
5,20,192492.3759375
5,25,188432.9653125
5,30,186123.31796875
5,35,198908.98359375
5,40,199187.57822916665
5,45,200669.66380208332
5,50,206860.9128125
5,55,207525.3314453125
6,0,201696.9715625
6,5,208869.37578125
6,10,214908.59458333332
6,15,213315.10317708334
6,20,206932.60208333333
6,25,212855.16572916668
6,30,203913.25645833334
6,35,197561.61286458332
6,40,211964.02541666667
6,45,214099.83083333334
6,50,211904.7821875
6,55,214139.58372395832
7,0,215923.74901041668
7,5,199338.98567708334
7,10,204983.40911458334
7,15,199671.45177083334
7,20,235911.21192708332
7,25,234582.91416666665
7,30,244931.71625
7,35,229279.08984375
7,40,233975.20255208333
7,45,228161.25888377926
7,50,221663.9065625
7,55,212730.5466796875
8,0,224198.19328125
8,5,199902.42359375
8,10,207552.32619791667
8,15,210515.51307291666
8,20,212787.57973958334
8,25,219651.90166666667
8,30,218187.15192708332
8,35,212258.81677083333
8,40,210560.42885416668
8,45,218063.38697916668
8,50,221432.94453125
8,55,215638.16458333333
9,0,219933.51416666666
9,5,223536.36328125
9,10,237443.96541666667
9,15,243539.7028125
9,20,236669.46963541667
9,25,238822.20515625
9,30,248903.40380208334
9,35,246701.91296875
9,40,241044.30098958334
9,45,245012.72755208332
9,50,240806.78520833334
9,55,234324.61184895833
10,0,243086.15635416665
10,5,248376.86203125
10,10,249118.01104166667
10,15,249893.71010416668
10,20,251096.84854166667
10,25,224115.94875
10,30,227834.41989583333
10,35,219098.86098958334
10,40,218324.22057291667
10,45,210752.949375
10,50,214099.49755208334
10,55,209903.96536458333
11,0,218766.97989583333
11,5,208972.08015625
11,10,208629.51828125
11,15,211729.75140625
11,20,214891.2259375
11,25,207416.02453125
11,30,207802.11442708335
11,35,199829.71260416668
11,40,192479.29411458335
11,45,191678.88854166667
11,50,192924.55286458333
11,55,186702.41295572917
12,0,195672.02822916667
12,5,182883.17713541666
12,10,190996.79520833332
12,15,189900.3503125
12,20,190563.47192708333
12,25,184207.11416666667
12,30,179803.62765625
12,35,183479.25854166667
12,40,188005.62901041665
12,45,177466.71213541666
12,50,172677.96666666667
12,55,175522.4220703125
13,0,171675.40125
13,5,178792.79822916666
13,10,177257.74963541667
13,15,178321.71552083333
13,20,180978.46041666667
13,25,174067.50307291668
13,30,178989.54828125
13,35,180032.80447916666
13,40,177256.95932291666
13,45,176888.45557291666
13,50,175499.54557291666
13,55,178095.18873697918
14,0,178107.9940625
14,5,177493.7815625
14,10,172822.59572916667
14,15,172660.84026041668
14,20,175038.45635416667
14,25,174449.40307291667
14,30,171701.43458333332
14,35,172227.92276041667
14,40,166292.9290625
14,45,165388.83651041667
14,50,166809.54427083334
14,55,163804.24837239584
15,0,154074.9121875
15,5,146484.79932291666
15,10,148177.71567708332
15,15,138769.33583333335
15,20,141513.30208333334
15,25,140092.61729166665
15,30,141213.33989583334
15,35,134451.78864583
15,40,136333.5434375
15,45,136685.91932291666
15,50,136706.34940104332
15,55,130936.26998697084
16,0,140692.43557291667
16,5,136166.03463541667
16,10,138709.10786458335
16,15,140044.22763020333
16,20,138456.26385416667
16,25,138096.73041666666
16,30,140774.4084375
16,35,143057.368125
16,40,139764.05994791666
16,45,139660.43026041667
16,50,142624.78817708333
16,55,139489.40084635417
17,0,139795.66390625
17,5,144047.2478125
17,10,144448.97973958333
17,15,145885.91385416666
17,20,146830.1496875
17,25,143862.55807291667
17,30,146235.69109375
17,35,140492.224375
17,40,143997.91604166667
17,45,142869.84875
17,50,140183.80078125
17,55,138442.46432291667
18,0,140563.18614583334
18,5,138968.0859375
18,10,135398.57039063
18,15,142673.23010416667
18,20,135799.06606771666
18,25,132560.99260416668
18,30,133395.00994791335
18,35,129759.92557291334
18,40,126981.20796876661
18,45,133076.09942708665
18,50,136237.61817708667
18,55,135616.83955077498
19,0,131978.5420833167
19,5,133122.18742187
19,10,132882.28726562334
19,15,127529.98791664667
19,20,134497.17630207998
19,25,128721.0925000233
19,30,130674.51388022001
19,35,131649.39497395002
19,40,130384.27841147664
19,45,128119.23601561332
19,50,126757.66841145999
19,55,130120.29397790413
20,0,128278.67033855002
20,5,129391.65950519004
20,10,133067.73101562666
20,15,129395.19661455671
20,20,132538.30513021
20,25,131077.83013022333
20,30,130655.83760415665
20,35,132610.49679689997
20,40,129079.12192709332
20,45,131104.60231770668
20,50,136146.02299479666
20,55,127082.44830728335
21,0,122553.19627601338
21,5,132765.71119791002
21,10,124254.21052081007
21,15,128466.49861982331
21,20,128440.02494791002
21,25,127659.36830729998
21,30,123849.14565103332
21,35,127734.52408858993
21,40,127456.82414061668
21,45,120565.84570313332
21,50,126064.91013018668
21,55,127722.98460287083
22,0,128071.13505213331
22,5,121559.57127604332
22,10,126394.99432290999
22,15,127030.48565105331
22,20,116061.80882811002
22,25,119107.35648439666
22,30,122302.72484373
22,35,123550.33848957335
22,40,121859.48208334997
22,45,118745.29557290666
22,50,120512.12640623667
22,55,115752.53681642495
23,0,115117.65065103
23,5,112326.36947914337
23,10,113489.83786454007
23,15,109001.6965885433
23,20,110178.43208332334
23,25,113936.46656254662
23,30,107544.1102604233
23,35,108167.34552083001
23,40,114584.70937501664
23,45,110163.21419267669
23,50,109263.82960940328
23,55,113740.83382160001
0,0,112584.3918489733
0,5,111457.65234374003
0,10,108005.33872397663
0,15,114459.33567708336
0,20,109246.29536457668
0,25,105246.49010416004
0,30,111222.74726557342
0,35,107670.85174478666
0,40,108250.40244791668
0,45,105148.92096356665
0,50,108314.42747397332
0,55,109859.66090497082
1,0,105328.76369795663
1,5,110127.70669272667
1,10,104203.39880211325
1,15,105351.01901039002
1,20,103951.34135415668
1,25,104725.9061197833
1,30,104468.48440102668
1,35,98620.92765625664
1,40,107385.29122397996
1,45,101617.69322916998
1,50,102399.09906249332
1,55,107431.30849610831
2,0,111016.07270832002
2,5,110949.57945311336
2,10,105088.52276042331
2,15,111580.48315104333
2,20,111974.71841145336
2,25,107294.59502602005
2,30,109589.07307292332
2,35,110592.97687499001
2,40,111359.02354165999
2,45,115781.04325522331
2,50,112727.28611979335
2,55,117520.25533853748
3,0,113336.95484376667
3,5,115116.79617189
3,10,118838.4317448233
3,15,117535.62739582002
3,20,117066.46187499668
3,25,122425.19622395001
3,30,121245.64432290668
3,35,113070.44885416332
3,40,119435.7558333167
3,45,126007.89606769667
3,50,123863.86802081336
3,55,121119.49075520001
4,0,136430.13851563
4,5,138929.16302083334
4,10,135247.77757812335
4,15,144164.27552083
4,20,148539.76651041667
4,25,158137.3684375
4,30,173481.48286458335
4,35,183838.90286458333
4,40,182452.580625
4,45,182078.39932291667
4,50,195921.29817708334
4,55,190144.9830078125
5,0,192595.45208333334
5,5,201594.50697916668
5,10,204433.55895833333
5,15,208185.6471875
5,20,208380.39890625
5,25,206388.01161458335
5,30,210609.590625
5,35,220914.91213541667
5,40,221873.086875
5,45,231663.46979166666
5,50,233926.08859375
5,55,230588.91744791667
6,0,226450.73979166665
6,5,230703.20854166665
6,10,237857.12911458334
6,15,239880.4540625
6,20,231310.44088541667
6,25,234279.41317708333
6,30,234456.69703125
6,35,234244.96796875
6,40,227970.27677083333
6,45,234561.92822916666
6,50,231467.71510416668
6,55,240727.648046875
7,0,226897.70552083335
7,5,228920.56385416666
7,10,233995.98526041667
7,15,235999.01083333333
7,20,232564.92453125
7,25,223244.351875
7,30,226394.78125
7,35,225010.66020833334
7,40,218971.47604166667
7,45,225995.40848958332
7,50,213028.99067708335
7,55,201736.70638020834
8,0,200088.37140625
8,5,206756.58703125
8,10,190378.11578125
8,15,199625.95192708334
8,20,210085.00770833335
8,25,215738.06265625
8,30,219981.3390625
8,35,221684.19296875
8,40,213793.3540625
8,45,222488.20359375
8,50,220579.66744791667
8,55,218121.792578125
9,0,216494.91234375
9,5,218239.98697916666
9,10,224871.1853125
9,15,220742.78854166667
9,20,228117.64770833333
9,25,246969.78125
9,30,245471.41296875
9,35,239752.21515625
9,40,239023.94317708333
9,45,228614.43432291667
9,50,225749.21213541666
9,55,227719.02272135418
10,0,216546.50744791667
10,5,221003.85223958333
10,10,227353.24630208334
10,15,218217.06166666668
10,20,224685.85723958333
10,25,216995.88729166667
10,30,211946.47197916667
10,35,206247.27973958335
10,40,217666.21703125
10,45,211344.1009375
10,50,208873.59822916667
10,55,204300.11998697917
11,0,215604.73083333333
11,5,214366.23625
11,10,212020.77098958334
11,15,209227.93588541666
11,20,209230.07104166667
11,25,202205.62005208334
11,30,205557.56223958332
11,35,199183.67442708334
11,40,203263.59005208334
11,45,204410.81083333332
11,50,210212.86458333334
11,55,207186.47565104166
12,0,204997.14984375
12,5,197778.12875
12,10,190837.91109375
12,15,183581.60739583333
12,20,183251.66770833332
12,25,183464.42838541666
12,30,183596.02979166666
12,35,183889.19395833334
12,40,180354.16838541668
12,45,169971.13348958333
12,50,168176.4896875
12,55,174434.75110677083
13,0,168178.756875
13,5,171030.10145833335
13,10,167806.13390625
13,15,176245.62822916667
13,20,166975.28994791667
13,25,161631.28494791666
13,30,161944.38489583333
13,35,161745.22463541667
13,40,161785.4471875
13,45,162463.011875
13,50,162338.00026041668
13,55,160026.3837890625
14,0,169638.74546875
14,5,165113.88192708333
14,10,164435.20239583333
14,15,160092.59489583335
14,20,165188.35432291665
14,25,162617.75380208335
14,30,154043.61546875
14,35,157204.38625
14,40,156721.21807291667
14,45,158410.43296875
14,50,153765.1821875
14,55,153497.1498046875
15,0,160599.02395833333
15,5,158337.14197916666
15,10,154810.60567708334
15,15,150299.7003125
15,20,152354.17541666667
15,25,149716.24260416668
15,30,147278.09927083334
15,35,147663.906875
15,40,147361.97744791667
15,45,148332.02005208333
15,50,138314.01721354667
15,55,137127.31214193333
16,0,142293.20479166668
16,5,144469.75036458333
16,10,141421.45203125
16,15,141462.86635416668
16,20,141198.20572916666
16,25,142033.33385416667
16,30,129845.73119791999
16,35,132695.91098960664
16,40,133524.25880208
16,45,135188.1401302
16,50,134721.95684896
16,55,139054.98929035835
17,0,138486.0034114667
17,5,134944.25919271
17,10,137418.24125
17,15,136000.59554688667
17,20,140257.39
17,25,137874.57432291665
17,30,136329.23276041
17,35,141000.0540625
17,40,135885.98143229334
17,45,141347.34984375
17,50,138412.72010416666
17,55,142375.291015625
18,0,142212.46833333332
18,5,135641.72541665667
18,10,141328.72364583332
18,15,141462.61447916666
18,20,137393.44848958665
18,25,137206.0515625
18,30,136223.50718749335
18,35,136458.10338541667
18,40,132931.85828125666
18,45,141983.63354167
18,50,136855.16710936336
18,55,132551.1062825625
19,0,138459.96226563002
19,5,139681.1071875
19,10,133423.18721355998
19,15,133848.08431751505
19,20,133724.18638020667
19,25,126693.79585938335
19,30,132872.54705729333
19,35,133586.05101563665
19,40,127263.18315104666
19,45,123588.44171877662
19,50,125654.93677083336
19,55,134320.82718099168
20,0,123142.00507812997
20,5,120775.29054686333
20,10,123680.61437499
20,15,125853.93471355997
20,20,126577.6954426867
20,25,121361.61622396998
20,30,115662.52010418665
20,35,116422.97888021
20,40,120954.47825520334
20,45,124952.82716148329
20,50,117132.68377604333
20,55,114446.7079101958
21,0,122053.59145831669
21,5,116871.06703126333
21,10,120935.06299480665
21,15,116373.03898411038
21,20,117529.1881250033
21,25,111316.92882814664
21,30,113070.7966406067
21,35,119371.71937500665
21,40,115430.17166668661
21,45,113742.76776041334
21,50,116936.20690104333
21,55,119388.7272786458
22,0,121535.31697916334
22,5,117270.29000002332
22,10,117851.57497395003
22,15,116580.3859375
22,20,109626.06867186002
22,25,107528.19346354334
22,30,111541.04184896334
22,35,112817.18781250999
22,40,106149.32872395332
22,45,109585.78414061335
22,50,109401.84557292002
22,55,110297.67848307916
23,0,108403.46382814666
23,5,108724.13374998339
23,10,112868.04460940661
23,15,105571.27919271334
23,20,108434.95677084332
23,25,105547.22989583998
23,30,108290.09861979332
23,35,105450.8873958167
23,40,110580.28091144003
23,45,108608.8891146033
23,50,110349.5548177233
23,55,108769.57379555839
0,0,109459.45059895999
0,5,110905.9695572767
0,10,107419.91070312334
0,15,108777.73260417335
0,20,106287.25802083669
0,25,110633.21804686001
0,30,107308.51138024329
0,35,104932.58645834998
0,40,106128.57567708332
0,45,107289.27158854665
0,50,104022.41460938001
0,55,110926.67353514166
1,0,100819.25822916334
1,5,104359.59781251001
1,10,103058.99679685337
1,15,99908.89703126001
1,20,102957.0108073033
1,25,96433.02625003664
1,30,104145.13992187334
1,35,99599.66335938332
1,40,97548.69033852335
1,45,99663.64278648
1,50,109237.88408853667
1,55,110131.44632162497
2,0,102359.32515627665
2,5,107923.18067709667
2,10,109750.51658851336
2,15,120066.94203123335
2,20,122058.18447917
2,25,122046.03830728667
2,30,125262.51330729999
2,35,120812.38403643003
2,40,128311.22697915003
2,45,130144.63447915333
2,50,130686.61203123334
2,55,130165.10553382503
3,0,129695.08989583001
3,5,134462.77640626332
3,10,128798.99953125666
3,15,134511.05739583666
3,20,135950.80440104997
3,25,131919.3807031333
3,30,139649.19567708333
3,35,139269.58221354333
3,40,141464.11546875
3,45,141196.42192708334
3,50,145116.70729166668
3,55,147359.07747395834
4,0,143529.73671875
4,5,147479.85484375
4,10,152147.19776041666
4,15,157555.89979166666
4,20,164796.78770833334
4,25,165800.04125
4,30,171737.37723958332
4,35,176444.27817708332
4,40,178891.68244791665
4,45,180948.23036458335
4,50,179883.76015625
4,55,184505.594921875
5,0,186984.9584375
5,5,189401.56151041668
5,10,195720.64963541666
5,15,203783.60692708334
5,20,188928.4425
5,25,191581.77270833333
5,30,200520.06578125
5,35,195092.33651041667
5,40,208370.60682291666
5,45,213894.31744791666
5,50,212916.26973958334
5,55,220771.28938802084
6,0,211350.64635416667
6,5,209680.47911458334
6,10,205025.07390625
6,15,204448.63963541668
6,20,205013.61671875
6,25,208309.83171875
6,30,209064.19760416666
6,35,206714.49677083333
6,40,199686.65171875
6,45,197291.47927083334
6,50,196092.43166666667
6,55,190325.67389322916
7,0,186275.88822916665
7,5,177610.43192708332
7,10,166129.50494791666
7,15,163076.34723958332
7,20,158590.90046875
7,25,166565.87880208335
7,30,172857.615625
7,35,165076.77880208334
7,40,168413.18026041667
7,45,170866.50244791666
7,50,174328.2959375
7,55,175500.70006510417
8,0,179696.27583333335
8,5,178494.21369791665
8,10,177811.87166666667
8,15,186478.58291666667
8,20,189481.64020833332
8,25,199185.94453125
8,30,194804.58697916666
8,35,185153.73291666666
8,40,191013.70697916666
8,45,195840.74302083332
8,50,202022.60026041666
8,55,223613.35052083334
9,0,210223.03739583332
9,5,213322.98927083332
9,10,215632.19932291665
9,15,211952.42385416667
9,20,218802.72609375
9,25,229191.0809375
9,30,233645.17864583334
9,35,248294.13338541667
9,40,245912.37385416665
9,45,239066.19317708333
9,50,241684.05947916667
9,55,240300.39524739582
10,0,240530.13713541668
10,5,237417.21375
10,10,242392.69802083334
10,15,246636.99223958334
10,20,242164.19088541667
10,25,233773.67348958334
10,30,240606.34916666665
10,35,226214.60916666666
10,40,228716.60109375
10,45,231206.73682291666
10,50,233088.14104166668
10,55,229245.93984375
11,0,228261.44390625
11,5,231433.35510416667
11,10,231133.77052083332
11,15,232356.05104166668
11,20,231495.84270833334
11,25,215564.266875
11,30,218234.61901041667
11,35,215242.51114583333
11,40,207202.66177083334
11,45,207147.80630208334
11,50,210388.57520833332
11,55,203828.01888020834
12,0,203325.84776041665
12,5,198439.2759375
12,10,202066.33364583334
12,15,198276.25427083333
12,20,198606.44880208332
12,25,187527.9846875
12,30,183560.42880208333
12,35,180933.78052083333
12,40,179303.01791666666
12,45,168925.42411458332
12,50,178852.05630208334
12,55,177775.16009114584
13,0,177171.11140625
13,5,173531.55296875
13,10,160902.06546875
13,15,164705.39713541666
13,20,168427.97989583333
13,25,167382.82786458332
13,30,165185.99885416665
13,35,162282.28953125
13,40,168437.113125
13,45,159395.67354166668
13,50,166647.269375
13,55,161146.72825520832
14,0,169783.77427083332
14,5,171268.72052083333
14,10,163658.188125
14,15,150943.32765625
14,20,158520.23489583333
14,25,156690.48645833333
14,30,155459.88135416666
14,35,153736.39302083335
14,40,158487.64369791668
14,45,153257.49447916666
14,50,151400.2128125
14,55,146518.90143229166
15,0,157799.63901041666
15,5,156508.59895833334
